perturbation,triage_2d,quality_label,pert_type,split
AAAS,unmeasurable,unreliable,single,test
AARS2,unmeasurable,unreliable,single,test
AASDHPPT,unmeasurable,unreliable,single,train
ABCE1,genuine_signal,genuine,single,test
ABCF1,genuine_signal,genuine,single,test
ABHD11,unmeasurable,unreliable,single,train
ABHD17A,unmeasurable,unreliable,single,train
ACIN1,unmeasurable,unreliable,single,train
ACTB,genuine_signal,genuine,single,train
ACTR1A,unmeasurable,unreliable,single,test
ACTR1B,unmeasurable,unreliable,single,train
ACTR2,falsely_solved,trivial,single,train
ACTR6,genuine_signal,genuine,single,train
ACTR8,genuine_signal,genuine,single,train
ADAM10,genuine_signal,genuine,single,train
ADRM1,unmeasurable,unreliable,single,test
ADSL,unmeasurable,unreliable,single,test
AFG3L2,unmeasurable,unreliable,single,train
AHCTF1,falsely_solved,trivial,single,train
AHCY,unmeasurable,unreliable,single,train
AIFM1,unmeasurable,unreliable,single,train
ALDOA,falsely_solved,trivial,single,train
ALG1,unmeasurable,unreliable,single,test
ALG14,genuine_signal,genuine,single,test
ALG2,genuine_signal,genuine,single,train
ALYREF,unmeasurable,unreliable,single,train
ANAPC1,falsely_solved,trivial,single,train
ANAPC11,falsely_solved,trivial,single,train
ANAPC13,unmeasurable,unreliable,single,train
ANAPC15,unmeasurable,unreliable,single,train
ANKRD11,genuine_signal,genuine,single,train
ANKS6,unmeasurable,unreliable,single,train
AP2M1,unmeasurable,unreliable,single,train
AP2S1,unmeasurable,unreliable,single,train
ARCN1,falsely_solved,trivial,single,train
ARFRP1,unmeasurable,unreliable,single,train
ARGLU1,unmeasurable,unreliable,single,train
ARID5B,genuine_signal,genuine,single,train
ARIH1,unmeasurable,unreliable,single,train
ARL2,unmeasurable,unreliable,single,test
ARL4D,unmeasurable,unreliable,single,train
ARMC6,unmeasurable,unreliable,single,train
ARPC2,falsely_solved,trivial,single,train
ARPC3,unmeasurable,unreliable,single,train
ARPC4,falsely_solved,trivial,single,train
ASCC3,genuine_signal,genuine,single,train
ASF1B,unmeasurable,unreliable,single,test
ATF5,falsely_solved,trivial,single,train
ATIC,falsely_solved,trivial,single,train
ATL2,unmeasurable,unreliable,single,test
ATP11B,falsely_solved,trivial,single,train
ATP1A1,unmeasurable,unreliable,single,test
ATP2A2,genuine_signal,genuine,single,test
ATP6AP1,genuine_signal,genuine,single,train
ATP6AP2,unmeasurable,unreliable,single,train
ATP6V0B,genuine_signal,genuine,single,train
ATP6V0C,genuine_signal,genuine,single,train
ATP6V0D1,unmeasurable,unreliable,single,train
ATP6V1A,unmeasurable,unreliable,single,train
ATP6V1B2,genuine_signal,genuine,single,train
ATP6V1D,unmeasurable,unreliable,single,train
ATP6V1E1,genuine_signal,genuine,single,test
ATP6V1G1,genuine_signal,genuine,single,train
ATP6V1H,genuine_signal,genuine,single,train
ATR,falsely_solved,trivial,single,test
ATXN10,genuine_signal,genuine,single,train
BAG6,genuine_signal,genuine,single,train
BAP1,falsely_solved,trivial,single,test
BCAR1,unmeasurable,unreliable,single,train
BCL2L1,unmeasurable,unreliable,single,test
BCLAF1,unmeasurable,unreliable,single,train
BCR,unmeasurable,unreliable,single,train
BCS1L,unmeasurable,unreliable,single,train
BET1,genuine_signal,genuine,single,train
BMS1,falsely_solved,trivial,single,test
BNIP1,genuine_signal,genuine,single,train
BOD1L1,unmeasurable,unreliable,single,train
BOP1,unmeasurable,unreliable,single,test
BPTF,falsely_solved,trivial,single,train
BRCA2,falsely_solved,trivial,single,train
BRD2,unmeasurable,unreliable,single,train
BRD4,unmeasurable,unreliable,single,test
BRF1,falsely_solved,trivial,single,test
BRIP1,unmeasurable,unreliable,single,train
BTAF1,unmeasurable,unreliable,single,train
BTF3,falsely_solved,trivial,single,test
BTF3L4,unmeasurable,unreliable,single,train
BUB1,genuine_signal,genuine,single,train
BUB1B,falsely_solved,trivial,single,test
C17orf58,unmeasurable,unreliable,single,train
C19orf25,unmeasurable,unreliable,single,train
C1D,falsely_solved,trivial,single,train
C1orf109,unmeasurable,unreliable,single,test
C7orf50,unmeasurable,unreliable,single,train
C9orf78,unmeasurable,unreliable,single,test
CABIN1,unmeasurable,unreliable,single,test
CACNB3,unmeasurable,unreliable,single,train
CAD,unmeasurable,unreliable,single,train
CALR,genuine_signal,genuine,single,train
CAMLG,unmeasurable,unreliable,single,train
CAPZB,genuine_signal,genuine,single,train
CASC3,genuine_signal,genuine,single,test
CAST,unmeasurable,unreliable,single,train
CBLL1,unmeasurable,unreliable,single,train
CBX1,unmeasurable,unreliable,single,train
CCAR1,unmeasurable,unreliable,single,train
CCDC115,falsely_solved,trivial,single,train
CCDC6,genuine_signal,genuine,single,train
CCNB1,unmeasurable,unreliable,single,train
CCNC,genuine_signal,genuine,single,train
CCND1,unmeasurable,unreliable,single,test
CCND3,unmeasurable,unreliable,single,train
CCNH,falsely_solved,trivial,single,test
CCNK,unmeasurable,unreliable,single,train
CCNL1,unmeasurable,unreliable,single,test
CCP110,unmeasurable,unreliable,single,test
CCT2,falsely_solved,trivial,single,train
CCT3,falsely_solved,trivial,single,train
CCT4,falsely_solved,trivial,single,test
CCT6A,falsely_solved,trivial,single,test
CCT7,falsely_solved,trivial,single,train
CD2BP2,unmeasurable,unreliable,single,train
CDC16,falsely_solved,trivial,single,train
CDC5L,falsely_solved,trivial,single,train
CDC6,falsely_solved,trivial,single,train
CDC73,genuine_signal,genuine,single,train
CDCA5,falsely_solved,trivial,single,train
CDIPT,unmeasurable,unreliable,single,train
CDK1,falsely_solved,trivial,single,test
CDK11A,unmeasurable,unreliable,single,train
CDK12,genuine_signal,genuine,single,test
CDK2,genuine_signal,genuine,single,train
CDK6,unmeasurable,unreliable,single,train
CDT1,falsely_solved,trivial,single,train
CEBPZ,falsely_solved,trivial,single,train
CENPA,unmeasurable,unreliable,single,train
CENPJ,falsely_solved,trivial,single,test
CENPK,falsely_solved,trivial,single,test
CENPN,falsely_solved,trivial,single,test
CENPT,unmeasurable,unreliable,single,train
CENPW,falsely_solved,trivial,single,test
CEP152,unmeasurable,unreliable,single,train
CEP192,falsely_solved,trivial,single,train
CEP97,unmeasurable,unreliable,single,train
CFDP1,genuine_signal,genuine,single,train
CFL1,genuine_signal,genuine,single,test
CHAF1B,falsely_solved,trivial,single,train
CHCHD1,unmeasurable,unreliable,single,train
CHCHD2,unmeasurable,unreliable,single,train
CHCHD4,genuine_signal,genuine,single,train
CHD4,genuine_signal,genuine,single,train
CHEK1,falsely_solved,trivial,single,train
CHERP,falsely_solved,trivial,single,train
CHMP5,genuine_signal,genuine,single,train
CHMP6,falsely_solved,trivial,single,train
CHMP7,unmeasurable,unreliable,single,train
CHORDC1,genuine_signal,genuine,single,train
CHTF18,genuine_signal,genuine,single,train
CHTOP,unmeasurable,unreliable,single,train
CIAO1,genuine_signal,genuine,single,train
CIAPIN1,falsely_solved,trivial,single,train
CKAP5,unmeasurable,unreliable,single,train
CLASRP,genuine_signal,genuine,single,test
CLCC1,unmeasurable,unreliable,single,test
CLNS1A,falsely_solved,trivial,single,train
CLOCK,genuine_signal,genuine,single,test
CLPB,unmeasurable,unreliable,single,test
CLTC,genuine_signal,genuine,single,train
CMC4,unmeasurable,unreliable,single,test
