perturbation,triage_2d,quality_label,pert_type,split
ANAPC13,genuine_signal,genuine,single,train
APOE,genuine_signal,genuine,single,train
ASNA1,genuine_signal,genuine,single,train
ATF4,genuine_signal,genuine,single,train
ATM,genuine_signal,genuine,single,train
ATP5A1,genuine_signal,genuine,single,train
ATP6V1A,genuine_signal,genuine,single,train
ATR,genuine_signal,genuine,single,train
BTF3,genuine_signal,genuine,single,train
C12orf45,genuine_signal,genuine,single,train
C14orf178,genuine_signal,genuine,single,train
C15orf41,genuine_signal,genuine,single,train
C1orf131,genuine_signal,genuine,single,train
C22orf15,genuine_signal,genuine,single,test
C2orf15,genuine_signal,genuine,single,train
CDK1,genuine_signal,genuine,single,train
CDK12,genuine_signal,genuine,single,train
CDK6,genuine_signal,genuine,single,train
CHCHD2,genuine_signal,genuine,single,train
CLTC,genuine_signal,genuine,single,train
CLUH,genuine_signal,genuine,single,train
CREB1,genuine_signal,genuine,single,test
DBR1,genuine_signal,genuine,single,train
EEF1A1,genuine_signal,genuine,single,train
EEF1B2,genuine_signal,genuine,single,train
EEF2,genuine_signal,genuine,single,train
EIF2S1,genuine_signal,genuine,single,train
EMC1,genuine_signal,genuine,single,test
EXOSC4,genuine_signal,genuine,single,train
FTH1,genuine_signal,genuine,single,train
FTL,genuine_signal,genuine,single,test
FUS,genuine_signal,genuine,single,train
GAPDH,genuine_signal,genuine,single,test
GATA1,genuine_signal,genuine,single,test
GPI,genuine_signal,genuine,single,train
H3F3A,genuine_signal,genuine,single,test
HBG2,genuine_signal,genuine,single,test
HINT1,genuine_signal,genuine,single,test
HK1,genuine_signal,genuine,single,train
HMGCS1,genuine_signal,genuine,single,train
HNRNPA1,genuine_signal,genuine,single,train
HNRNPA2B1,genuine_signal,genuine,single,train
HSF1,genuine_signal,genuine,single,train
HSP90AB1,genuine_signal,genuine,single,train
HSPA5,genuine_signal,genuine,single,test
HSPA8,genuine_signal,genuine,single,test
HSPA9,genuine_signal,genuine,single,train
HSPD1,genuine_signal,genuine,single,train
HSPE1,genuine_signal,genuine,single,train
JUN,genuine_signal,genuine,single,train
LDHA,genuine_signal,genuine,single,train
LEO1,genuine_signal,genuine,single,train
LONP1,genuine_signal,genuine,single,train
MINA,genuine_signal,genuine,single,test
MRPL17,genuine_signal,genuine,single,test
MTOR,genuine_signal,genuine,single,train
NPM1,genuine_signal,genuine,single,train
ORMDL1,genuine_signal,genuine,single,train
PABPC1,genuine_signal,genuine,single,train
PEX1,genuine_signal,genuine,single,test
PFKM,genuine_signal,genuine,single,train
PIGF,genuine_signal,genuine,single,test
POLR1D,genuine_signal,genuine,single,train
POLR2H,genuine_signal,genuine,single,train
POLR3A,genuine_signal,genuine,single,test
PRAME,genuine_signal,genuine,single,train
PRDX1,genuine_signal,genuine,single,train
PSMA5,genuine_signal,genuine,single,train
PSMB5,genuine_signal,genuine,single,train
RAN,genuine_signal,genuine,single,test
RANBP1,genuine_signal,genuine,single,train
RICTOR,genuine_signal,genuine,single,test
RPL10A,genuine_signal,genuine,single,test
RPL18,genuine_signal,genuine,single,train
RPL22,genuine_signal,genuine,single,test
RPL41,genuine_signal,genuine,single,train
RPL9,genuine_signal,genuine,single,train
RPS14,genuine_signal,genuine,single,test
RPS15,genuine_signal,genuine,single,train
RPS18,genuine_signal,genuine,single,train
RPS25,genuine_signal,genuine,single,train
RPS5,genuine_signal,genuine,single,test
SEC61A1,genuine_signal,genuine,single,train
SEC61B,genuine_signal,genuine,single,train
SGTA,genuine_signal,genuine,single,train
SMG9,genuine_signal,genuine,single,test
SNRPD2,genuine_signal,genuine,single,train
SOD1,genuine_signal,genuine,single,train
TFAP4,genuine_signal,genuine,single,train
TOMM20,genuine_signal,genuine,single,train
TOMM7,genuine_signal,genuine,single,train
TUBB,genuine_signal,genuine,single,train
TXN,genuine_signal,genuine,single,test
UPF1,genuine_signal,genuine,single,train
UPF3A,genuine_signal,genuine,single,train
UPF3B,genuine_signal,genuine,single,train
UQCRH,genuine_signal,genuine,single,train
VCP,genuine_signal,genuine,single,train
VDAC1,genuine_signal,genuine,single,test
XRN2,genuine_signal,genuine,single,test
YBX1,genuine_signal,genuine,single,train
ZNF236,genuine_signal,genuine,single,train
ZNF574,genuine_signal,genuine,single,train
ZNF622,genuine_signal,genuine,single,train
